Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/terms/Cross-chain%20%D0%B2%D0%B7%D0%B0%D0%B8%D0%BC%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5,1,0,67.79600004665554,67.79600004665554,67.79600004665554,67.79600004665554,264.0,0.03427846446878687,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/api/terms/Latency,1,0,60.938899987377226,60.938899987377226,60.938899987377226,60.938899987377226,251.0,0.03427846446878687,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/Layer%201,1,0,59.324400033801794,59.324400033801794,59.324400033801794,59.324400033801794,269.0,0.03427846446878687,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/Layer%202,1,0,59.84739994164556,59.84739994164556,59.84739994164556,59.84739994164556,312.0,0.03427846446878687,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest3288,1,0,60.45650003943592,60.45650003943592,60.45650003943592,60.45650003943592,152.0,0.03427846446878687,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest7771,1,0,68.08840006124228,68.08840006124228,68.08840006124228,68.08840006124228,152.0,0.03427846446878687,0.0,68,68,68,68,68,68,68,68,68,68,68
GET,/api/terms/MindMap,1,0,60.09579997044057,60.09579997044057,60.09579997044057,60.09579997044057,264.0,0.03427846446878687,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/Polygon,2,0,60,61.36070005595684,59.826600016094744,62.89480009581894,307.0,0.06855692893757374,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/api/terms/Proof%20of%20Stake,1,0,59.83589997049421,59.83589997049421,59.83589997049421,59.83589997049421,277.0,0.03427846446878687,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/Proto-Danksharding,1,0,58.206799905747175,58.206799905747175,58.206799905747175,58.206799905747175,298.0,0.03427846446878687,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/Rollups,1,0,61.285900068469346,61.285900068469346,61.285900068469346,61.285900068469346,262.0,0.03427846446878687,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/Throughput,1,0,58.102999930270016,58.102999930270016,58.102999930270016,58.102999930270016,202.0,0.03427846446878687,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/Transaction%20Cost,1,0,61.2156999995932,61.2156999995932,61.2156999995932,61.2156999995932,264.0,0.03427846446878687,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/ZK-Rollups,1,0,64.42720000632107,64.42720000632107,64.42720000632107,64.42720000632107,306.0,0.03427846446878687,0.0,64,64,64,64,64,64,64,64,64,64,64
,Aggregated,126,0,97,115.95056508298195,58.102999930270016,403.6137000657618,14777.547619047618,4.3190865230671465,0.0,98,110,120,120,240,300,330,350,400,400,400
