Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/terms/%D0%A3%D0%B7%D0%B5%D0%BB%20%D1%81%D0%B5%D1%82%D0%B8,2,0,57,57.53689998527989,56.739000021480024,58.33479994907975,270.0,0.033703379772873604,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/%D0%A6%D0%B5%D0%BD%D0%B0%20%D0%B3%D0%B0%D0%B7%D0%B0,2,0,59,196.5920000220649,58.62830008845776,334.555699955672,263.0,0.033703379772873604,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/terms/%D0%A8%D0%B0%D1%80%D0%B4%D0%B8%D0%BD%D0%B3,1,0,57.44559993036091,57.44559993036091,57.44559993036091,57.44559993036091,307.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/API%20%D0%B1%D0%BB%D0%BE%D0%BA%D1%87%D0%B5%D0%B9%D0%BD-%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D0%BE%D1%80%D0%B5%D1%80%D0%B0,1,0,58.45530005171895,58.45530005171895,58.45530005171895,58.45530005171895,298.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/Base%20Fee,1,0,57.59029998444021,57.59029998444021,57.59029998444021,57.59029998444021,271.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/Blob-%D1%82%D1%80%D0%B0%D0%BD%D0%B7%D0%B0%D0%BA%D1%86%D0%B8%D0%B8,1,0,59.40350005403161,59.40350005403161,59.40350005403161,59.40350005403161,294.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/Blockchain%20Explorer,1,0,57.4862000066787,57.4862000066787,57.4862000066787,57.4862000066787,260.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/BscScan,1,0,58.89230000320822,58.89230000320822,58.89230000320822,58.89230000320822,253.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/Cross-chain%20%D0%B2%D0%B7%D0%B0%D0%B8%D0%BC%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B5,1,0,56.95899995043874,56.95899995043874,56.95899995043874,56.95899995043874,264.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/EVM-%D1%81%D0%BE%D0%B2%D0%BC%D0%B5%D1%81%D1%82%D0%B8%D0%BC%D1%8B%D0%B9%20%D0%B1%D0%BB%D0%BE%D0%BA%D1%87%D0%B5%D0%B9%D0%BD,1,0,56.90440000034869,56.90440000034869,56.90440000034869,56.90440000034869,316.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/Ethereum,1,0,59.456199989654124,59.456199989654124,59.456199989654124,59.456199989654124,268.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/Ethereum%20Virtual%20Machine,3,0,60,142.9033667081967,58.2608999684453,310.8890000730753,305.0,0.050555069659310406,0.0,60,60,310,310,310,310,310,310,310,310,310
GET,/api/terms/Etherscan,1,0,56.4864999614656,56.4864999614656,56.4864999614656,56.4864999614656,258.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/Latency,3,0,58.35289997048676,59.680766658857465,58.35289997048676,62.19039997085929,251.0,0.050555069659310406,0.0,58,58,62,62,62,62,62,62,62,62,62
GET,/api/terms/Layer%201,2,0,58,65.36255002720281,57.768500060774386,72.95659999363124,269.0,0.033703379772873604,0.0,73,73,73,73,73,73,73,73,73,73,73
GET,/api/terms/LoadTest1010,1,0,56.34150002151728,56.34150002151728,56.34150002151728,56.34150002151728,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest1023,1,0,58.71290003415197,58.71290003415197,58.71290003415197,58.71290003415197,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1031,2,0,60,60.34419999923557,59.90120000205934,60.7871999964118,152.0,0.033703379772873604,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest1035,3,0,58,59.239000043210886,56.929900078102946,62.37840000540018,152.0,0.050555069659310406,0.0,58,58,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest1095,1,0,58.00880002789199,58.00880002789199,58.00880002789199,58.00880002789199,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
